respondent_id,age_group,gender,occupation,city_tier,monthly_income,income_range,education_level,fitness_goal,fitness_level,workout_frequency,workout_consistency,daily_steps,sleep_hours,sleep_quality,stress_level,diet_quality,water_intake,health_concern_level,medical_fitness_goal,uses_fitness_app,uses_wearable,past_smartwatch_owner,digital_adoption_level,trust_in_health_data,privacy_concern_level,app_notification_preference,pref_sleep_tracking,pref_stress_monitoring,pref_hydration_reminder,pref_heart_rate,pref_diet_suggestion,pref_workout_plan,pref_personalized_report,battery_life_importance,design_importance,brand_preference,monthly_health_spend,preferred_price_range,willingness_to_pay,payment_preference,discount_sensitivity,subscription_willingness,purchase_intention,likely_to_purchase,upgrade_intention,family_influence,social_media_influence,referrals_made,health_concern_score,fitness_readiness_score,lifestyle_risk_score,digital_adoption_score,price_sensitivity_score,purchase_potential_score,engagement_score,sleep_stress_risk_category,budget_segment,customer_value_segment,feedback_text
FT100053,35-44,Female,Self-Employed,Tier 2,52500.0,50K-1L,Graduate,Muscle Gain,Beginner,2,Medium,7100,6.4,Average,Low,Average,1.5,High,No,No,Yes,Yes,Medium,Medium,Low,Moderate,No,Yes,Yes,Yes,No,No,Yes,Medium,Low,Premium / Trusted,490.0,3K-6K,5200,Full Payment,Medium,Yes,2,No,Yes,Low,Medium,0,42.0,37.9,44.9,46.2,68.8,31.2,44.3,Low,Mid-Range,Low Value,The app keeps crashing and the notifications are unreliable.
FT100054,35-44,Female,Working Professional,Tier 2,51300.0,50K-1L,Graduate,Weight Loss,Intermediate,2,Medium,5400,7.1,Average,Medium,Good,2.0,High,No,No,No,No,Low,Medium,Low,Minimal,Yes,No,Yes,No,Yes,Yes,No,Medium,Low,Budget / Value,1830.0,3K-6K,4200,Full Payment,Medium,No,3,No,No,Medium,Medium,1,43.9,38.6,44.0,15.7,63.2,43.5,26.6,Moderate,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT100055,35-44,Male,Working Professional,Tier 1,55700.0,50K-1L,Diploma,Medical / Recovery,Advanced,4,High,4800,6.2,Poor,Low,Poor,2.5,Medium,Yes,No,No,Yes,Medium,High,High,Frequent,No,No,Yes,No,Yes,No,No,Medium,High,Budget / Value,950.0,3K-6K,5500,Full Payment,Low,Yes,2,No,Yes,Low,Medium,0,56.9,49.9,55.5,37.0,51.9,32.5,39.5,Moderate,Mid-Range,Low Value,The app keeps crashing and the notifications are unreliable.
FT100056,25-34,Female,Working Professional,Tier 2,103600.0,1L-2L,Post Graduate,Weight Loss,Intermediate,2,Medium,6700,6.4,Poor,Medium,Average,2.8,Medium,No,Yes,No,No,High,High,Low,Frequent,No,No,Yes,No,Yes,No,Yes,Medium,Medium,Premium / Trusted,1100.0,6K-10K,8500,Full Payment,Low,Yes,3,No,No,Medium,Medium,2,62.5,37.3,59.3,71.9,48.7,50.8,71.0,High,Mid-Range,Medium Value,"Too expensive for the features offered, the price could be lower."
FT100057,25-34,Female,Working Professional,Tier 3,55800.0,50K-1L,Post Graduate,Weight Loss,Beginner,1,Low,3400,6.9,Average,Medium,Poor,2.5,High,No,No,Yes,No,High,Medium,Medium,Moderate,Yes,No,No,Yes,No,No,No,High,High,Budget / Value,1430.0,3K-6K,4300,Full Payment,Medium,No,3,No,No,High,Medium,1,71.6,19.2,68.2,60.3,70.2,42.0,40.7,Moderate,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT100058,18-24,Male,Student,Tier 3,10200.0,< 25K,Diploma,General Fitness,Beginner,1,Low,1600,5.9,Poor,High,Poor,1.6,High,No,Yes,No,Yes,Medium,Medium,Medium,Minimal,No,No,Yes,Yes,Yes,No,No,Low,High,No Preference,690.0,3K-6K,4000,Full Payment,Low,No,3,No,No,High,Low,1,91.8,14.6,90.9,49.5,50.3,49.4,49.2,High,Budget,Medium Value,"Average experience overall, nothing special but works fine."
FT100059,18-24,Male,Working Professional,Tier 2,45000.0,25K-50K,Diploma,Muscle Gain,Beginner,3,Medium,1800,5.7,Poor,Medium,Poor,3.8,High,No,Yes,No,No,High,High,Medium,Minimal,No,Yes,No,Yes,Yes,Yes,Yes,Medium,Medium,No Preference,1840.0,3K-6K,5100,Full Payment,Low,Yes,3,No,No,Low,High,2,70.5,26.0,75.1,64.4,53.0,41.8,63.0,High,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT100060,35-44,Female,Working Professional,Tier 1,62700.0,50K-1L,Diploma,Stress Management,Intermediate,2,Medium,6800,5.4,Poor,High,Poor,2.6,High,No,Yes,No,No,High,High,Medium,Frequent,Yes,No,No,Yes,No,No,No,High,High,Budget / Value,1400.0,6K-10K,6400,Full Payment,High,Yes,4,Yes,Yes,Low,High,0,82.8,40.6,77.3,57.3,94.9,56.4,61.6,High,Mid-Range,Medium Value,"Design is decent, battery is average, app could improve a little."
FT100061,25-34,Other,Working Professional,Tier 3,40700.0,25K-50K,Graduate,Weight Loss,Advanced,7,High,9200,6.7,Poor,High,Poor,1.8,High,No,Yes,No,No,Medium,Low,Medium,Minimal,Yes,Yes,No,No,Yes,No,No,Low,Low,Budget / Value,1880.0,3K-6K,4700,Full Payment,Medium,No,4,Yes,No,Medium,High,5,81.1,69.3,78.1,54.0,70.0,72.7,50.8,High,Budget,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT100062,25-34,Male,Working Professional,Tier 1,80300.0,50K-1L,Post Graduate,Stress Management,Beginner,0,Low,800,5.1,Poor,High,Poor,2.6,High,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Minimal,Yes,Yes,No,Yes,No,No,No,High,Medium,Budget / Value,4610.0,6K-10K,7000,Full Payment,High,Yes,4,Yes,Yes,Medium,High,2,89.2,3.8,95.0,68.7,89.6,62.1,55.9,High,Mid-Range,Medium Value,"Reasonable device for the price, a few features could be better."
FT100063,35-44,Male,Homemaker,Tier 3,16900.0,< 25K,Graduate,Weight Loss,Beginner,0,Low,4200,5.9,Poor,Medium,Poor,2.5,Medium,No,No,No,No,High,Low,Low,Moderate,Yes,No,No,No,Yes,Yes,No,Medium,Medium,Premium / Trusted,1020.0,3K-6K,5900,Full Payment,Low,Yes,3,No,No,Medium,High,3,78.1,19.6,73.0,37.3,53.2,49.6,36.9,High,Mid-Range,Medium Value,Sleep tracking data seems wrong and the design feels cheap.
FT100064,25-34,Female,Working Professional,Tier 1,52100.0,50K-1L,High School,General Fitness,Beginner,4,High,8900,6.6,Poor,Medium,Poor,2.2,Medium,No,Yes,No,No,Medium,High,Medium,Minimal,No,Yes,Yes,Yes,Yes,No,No,Low,High,No Preference,3500.0,3K-6K,5500,Full Payment,High,Yes,4,Yes,No,High,Medium,0,71.4,45.6,58.5,49.3,87.9,57.6,53.4,High,Mid-Range,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT100065,25-34,Male,Working Professional,Tier 2,53500.0,50K-1L,Graduate,General Fitness,Intermediate,5,High,7100,6.1,Poor,Medium,Poor,2.1,Medium,Yes,No,No,No,Medium,High,Medium,Minimal,Yes,Yes,Yes,No,No,No,Yes,Low,Medium,Budget / Value,2330.0,3K-6K,3500,Full Payment,High,No,2,No,No,Medium,High,2,65.7,48.6,68.2,33.1,89.3,31.8,32.7,High,Budget,Low Value,Customer support was slow and the device disconnects from the app often.
FT100066,25-34,Female,Working Professional,Tier 3,29800.0,25K-50K,High School,General Fitness,Intermediate,3,Medium,7900,6.9,Average,Medium,Average,3.1,Low,Yes,Yes,Yes,No,High,High,High,Minimal,Yes,Yes,No,No,No,No,Yes,High,Low,Budget / Value,890.0,3K-6K,3600,Full Payment,Medium,Yes,3,No,No,High,High,0,45.4,48.3,50.4,80.4,70.5,39.4,60.0,Moderate,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT100067,25-34,Male,Working Professional,Tier 2,68700.0,50K-1L,Graduate,Stress Management,Beginner,2,Medium,8900,4.8,Poor,High,Good,3.7,Medium,No,Yes,No,No,Medium,High,Low,Moderate,Yes,Yes,Yes,No,No,Yes,Yes,High,High,No Preference,3300.0,3K-6K,4300,Full Payment,High,No,4,Yes,No,Medium,High,4,70.1,35.9,64.0,53.3,84.9,68.3,66.1,High,Budget,Medium Value,"It works as expected, neither impressed nor disappointed so far."
FT100068,18-24,Female,Self-Employed,Tier 1,70800.0,50K-1L,Graduate,Weight Loss,Intermediate,4,High,9800,5.9,Poor,High,Average,0.7,High,No,Yes,Yes,No,High,Medium,Medium,Minimal,Yes,Yes,Yes,Yes,Yes,No,No,High,Medium,Premium / Trusted,960.0,6K-10K,8900,Full Payment,Low,No,4,Yes,No,High,Low,2,73.5,56.1,68.8,84.6,48.1,65.5,70.0,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT100069,25-34,Female,Working Professional,Tier 3,44200.0,25K-50K,Graduate,Weight Loss,Beginner,2,Medium,7300,6.9,Average,Medium,Poor,3.3,Medium,No,Yes,No,No,Medium,High,Low,Frequent,Yes,Yes,Yes,Yes,Yes,Yes,No,High,Medium,Budget / Value,2190.0,< 3K,2100,Full Payment,High,Yes,2,No,No,Medium,Low,2,59.6,37.1,57.8,53.1,93.4,33.1,77.3,Moderate,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100070,18-24,Female,Working Professional,Tier 1,156300.0,1L-2L,Graduate,Weight Loss,Intermediate,2,Medium,5800,6.7,Average,Medium,Average,2.3,Medium,No,Yes,Yes,No,High,Medium,Low,Moderate,Yes,Yes,Yes,No,No,No,Yes,Medium,High,Budget / Value,3400.0,6K-10K,7800,Full Payment,Medium,No,4,Yes,No,Low,Medium,1,48.2,37.1,52.5,86.0,58.0,69.8,73.2,Moderate,Mid-Range,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT100071,25-34,Female,Working Professional,Tier 1,187100.0,1L-2L,Post Graduate,Stress Management,Beginner,0,Low,2200,5.2,Poor,High,Average,2.5,High,No,Yes,No,No,High,High,Medium,Minimal,No,Yes,Yes,Yes,No,No,Yes,Medium,Medium,Budget / Value,9190.0,6K-10K,7800,Full Payment,Medium,No,4,Yes,No,Medium,High,3,80.9,5.9,75.1,63.4,54.1,68.6,58.3,High,Mid-Range,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT100072,45-54,Female,Self-Employed,Tier 2,27700.0,25K-50K,High School,Medical / Recovery,Beginner,0,Low,2900,6.3,Average,Low,Poor,3.4,Medium,Yes,Yes,Yes,Yes,Medium,High,High,Frequent,Yes,Yes,Yes,Yes,Yes,No,Yes,Medium,Low,Budget / Value,920.0,3K-6K,3100,Full Payment,High,Yes,2,No,Yes,Low,Medium,1,56.9,16.8,59.6,65.8,92.2,30.3,81.7,Low,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
FT100073,18-24,Female,Student,Tier 2,20000.0,< 25K,Post Graduate,Muscle Gain,Intermediate,6,High,10400,7.0,Average,Low,Average,0.5,Low,No,Yes,No,No,High,High,Medium,Moderate,No,No,Yes,Yes,No,Yes,Yes,Low,Medium,Premium / Trusted,380.0,3K-6K,5500,Full Payment,Low,No,2,No,No,Low,Medium,0,29.9,67.0,36.8,60.0,60.1,21.0,64.1,Low,Mid-Range,Low Value,The battery drains too quickly and charging takes very long.
FT100074,18-24,Female,Student,Tier 2,10000.0,< 25K,High School,Muscle Gain,Intermediate,6,High,7300,5.3,Poor,Medium,Average,3.0,High,No,No,No,No,Medium,High,Low,Moderate,Yes,No,No,Yes,No,No,No,Low,High,Budget / Value,500.0,3K-6K,3700,Full Payment,Medium,Yes,2,No,No,High,Low,1,52.9,52.9,55.3,31.1,70.2,26.9,30.5,High,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
FT100075,18-24,Male,Working Professional,Tier 1,94000.0,50K-1L,Diploma,Better Sleep,Beginner,1,Low,2700,6.9,Average,Medium,Average,3.3,Medium,No,Yes,No,No,Medium,Medium,High,Minimal,Yes,No,No,No,Yes,No,Yes,High,Medium,Budget / Value,5330.0,6K-10K,6900,Full Payment,Medium,No,4,Yes,No,High,Medium,2,54.8,27.3,58.8,50.3,67.4,72.3,49.5,Moderate,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT100076,18-24,Female,Student,Tier 2,22700.0,< 25K,Post Graduate,Weight Loss,Intermediate,2,Medium,2600,6.4,Average,Medium,Average,1.7,Medium,No,Yes,No,No,High,High,Medium,Moderate,Yes,Yes,Yes,No,Yes,No,Yes,High,Low,No Preference,890.0,3K-6K,4900,Full Payment,Low,No,5,Yes,Yes,Low,Medium,0,55.1,29.4,51.7,68.4,56.8,83.1,71.4,Moderate,Budget,Medium Value,The personalized health reports keep me motivated to stay consistent.
FT100077,35-44,Male,Working Professional,Tier 3,48700.0,25K-50K,Graduate,Weight Loss,Beginner,2,Medium,5600,5.6,Poor,High,Average,1.2,Medium,No,Yes,No,Yes,Medium,High,Medium,Frequent,Yes,Yes,No,No,No,Yes,Yes,Low,Medium,Budget / Value,2800.0,< 3K,2200,Full Payment,Low,No,4,Yes,Yes,Medium,Medium,1,69.5,25.9,71.8,55.5,49.9,72.9,69.6,High,Budget,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT100078,25-34,Female,Self-Employed,Tier 1,83800.0,50K-1L,High School,General Fitness,Beginner,2,Medium,5300,5.5,Poor,Medium,Poor,3.6,Medium,No,Yes,No,Yes,High,High,High,Frequent,No,Yes,Yes,No,Yes,Yes,No,Medium,Low,No Preference,4860.0,6K-10K,7400,Full Payment,Low,No,3,No,No,High,Medium,0,71.1,33.9,70.3,63.5,51.5,48.7,72.4,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT100079,35-44,Female,Homemaker,Tier 2,25300.0,25K-50K,Graduate,Weight Loss,Advanced,6,High,8400,6.2,Average,Medium,Poor,0.9,Medium,No,No,No,No,Medium,Medium,Medium,Moderate,No,No,Yes,No,Yes,No,Yes,High,High,Budget / Value,510.0,3K-6K,4100,Full Payment,Low,No,2,No,No,Low,Medium,1,54.6,69.4,56.1,32.8,56.9,26.9,35.3,Moderate,Budget,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
FT100080,35-44,Male,Working Professional,Tier 2,77200.0,50K-1L,Graduate,General Fitness,Advanced,2,Medium,6700,5.8,Average,Low,Good,2.6,Medium,No,No,No,No,Low,Medium,High,Moderate,Yes,Yes,Yes,No,No,No,No,Medium,Medium,Premium / Trusted,2930.0,3K-6K,5900,Full Payment,High,Yes,1,No,Yes,High,Medium,0,33.8,50.6,28.4,22.6,89.2,6.8,31.8,Low,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT100081,25-34,Male,Working Professional,Tier 3,63100.0,50K-1L,Post Graduate,General Fitness,Beginner,6,High,7700,6.8,Average,Medium,Average,3.1,Low,Yes,Yes,No,No,Low,Medium,Low,Frequent,No,Yes,No,Yes,No,Yes,Yes,High,Medium,No Preference,3790.0,3K-6K,4100,Full Payment,High,Yes,2,No,Yes,High,Medium,1,41.7,60.4,50.3,30.4,82.3,30.5,60.8,Moderate,Budget,Low Value,Hard to set up for beginners and too many confusing notifications.
FT100082,35-44,Male,Self-Employed,Tier 2,49900.0,25K-50K,Graduate,General Fitness,Advanced,6,High,8400,5.8,Poor,Medium,Average,2.6,Medium,No,Yes,No,No,Medium,High,Medium,Minimal,Yes,Yes,No,No,No,Yes,Yes,Medium,Low,Premium / Trusted,660.0,6K-10K,7400,Full Payment,Medium,Yes,4,Yes,No,High,Medium,3,58.5,65.5,55.3,48.1,67.5,57.5,53.0,High,Mid-Range,Medium Value,The battery drains too quickly and charging takes very long.
FT100083,18-24,Female,Student,Tier 3,12000.0,< 25K,High School,General Fitness,Intermediate,3,Medium,7700,6.4,Poor,Medium,Average,2.8,Medium,Yes,Yes,No,No,Low,Medium,Medium,Moderate,No,No,Yes,Yes,No,Yes,No,High,Medium,Budget / Value,520.0,< 3K,1200,Full Payment,Medium,No,4,Yes,No,High,Low,1,54.4,45.5,61.0,37.9,71.2,59.3,52.1,High,Budget,Medium Value,"The watch is okay, does the basic job of counting steps."
FT100084,18-24,Male,Working Professional,Tier 1,73700.0,50K-1L,Graduate,General Fitness,Beginner,0,Low,4700,6.6,Good,Medium,Average,2.1,Medium,No,Yes,Yes,No,High,Medium,High,Moderate,No,Yes,No,Yes,No,Yes,Yes,Medium,High,No Preference,1960.0,6K-10K,7300,Full Payment,Medium,No,4,Yes,No,Medium,High,3,47.2,26.7,50.8,85.6,69.9,54.7,73.1,Low,Mid-Range,Medium Value,"I love the sleep tracking, it is accurate and easy to understand."
FT100085,18-24,Male,Student,Tier 1,25600.0,25K-50K,High School,Weight Loss,Beginner,3,Medium,4900,7.0,Average,Medium,Poor,2.7,Low,No,No,No,No,High,High,Medium,Moderate,No,Yes,No,No,Yes,Yes,Yes,High,High,Premium / Trusted,740.0,6K-10K,7000,Full Payment,Low,No,3,No,No,High,High,0,56.0,34.2,60.6,54.8,56.7,42.1,47.3,Moderate,Mid-Range,Low Value,Customer support was slow and the device disconnects from the app often.
FT100086,35-44,Female,Self-Employed,Tier 3,22100.0,< 25K,High School,Better Sleep,Beginner,2,Medium,5600,6.4,Poor,Medium,Average,1.7,High,Yes,Yes,No,No,Low,Medium,Low,Minimal,No,Yes,Yes,Yes,Yes,No,No,Medium,Medium,No Preference,230.0,< 3K,1400,Full Payment,High,No,3,No,No,Low,Medium,1,64.7,23.3,63.6,40.1,91.0,38.3,50.2,High,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT100087,25-34,Female,Working Professional,Tier 3,40700.0,25K-50K,Graduate,Stress Management,Intermediate,3,Medium,4900,6.6,Poor,High,Poor,1.8,Medium,No,No,Yes,No,Medium,High,High,Minimal,Yes,No,Yes,No,Yes,No,No,High,High,Budget / Value,1010.0,< 3K,2900,Full Payment,High,No,3,No,No,Low,Medium,1,82.5,37.1,77.3,46.9,88.9,35.7,33.3,High,Budget,Low Value,The app keeps crashing and the notifications are unreliable.
FT100088,18-24,Male,Student,Tier 2,19100.0,< 25K,Post Graduate,Weight Loss,Advanced,6,High,9200,6.7,Poor,High,Average,2.3,Medium,No,No,No,No,Medium,High,Medium,Minimal,Yes,Yes,Yes,No,No,No,No,High,Medium,Budget / Value,1110.0,< 3K,2500,Full Payment,Medium,No,2,No,No,Medium,Medium,1,66.2,68.8,62.1,30.3,82.0,24.7,27.5,High,Budget,Low Value,The battery drains too quickly and charging takes very long.
FT100089,25-34,Male,Working Professional,Tier 2,32100.0,25K-50K,High School,Weight Loss,Beginner,1,Low,4400,6.0,Poor,High,Average,1.1,Medium,No,No,Yes,Yes,Medium,Low,Medium,Frequent,Yes,No,Yes,No,Yes,No,Yes,High,Medium,No Preference,350.0,3K-6K,5500,Full Payment,Low,No,3,No,No,Low,Medium,0,82.9,26.9,78.7,56.4,53.2,37.8,54.9,High,Mid-Range,Low Value,"Average experience overall, nothing special but works fine."
FT100090,18-24,Female,Student,Tier 2,22600.0,< 25K,Post Graduate,Weight Loss,Beginner,2,Medium,6200,6.6,Poor,Medium,Poor,2.8,Medium,No,Yes,No,No,High,High,Low,Moderate,No,No,No,No,Yes,No,Yes,High,Medium,Premium / Trusted,570.0,6K-10K,6600,Full Payment,Medium,No,4,Yes,No,Medium,Low,2,70.3,27.9,70.7,59.1,74.5,58.9,55.3,High,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT100091,35-44,Female,Homemaker,Tier 1,19500.0,< 25K,Graduate,Weight Loss,Beginner,2,Medium,5800,5.6,Poor,High,Poor,0.5,High,No,Yes,No,Yes,Medium,High,High,Frequent,Yes,No,Yes,Yes,Yes,Yes,Yes,High,High,Premium / Trusted,1370.0,6K-10K,7100,Full Payment,High,Yes,3,No,Yes,Medium,Low,2,83.6,32.2,84.1,44.2,91.4,40.9,74.2,High,Mid-Range,Low Value,Sleep tracking data seems wrong and the design feels cheap.
FT100092,25-34,Female,Homemaker,Tier 3,17000.0,< 25K,Graduate,Weight Loss,Intermediate,4,High,7900,5.9,Poor,Medium,Average,2.6,High,No,No,No,No,High,Low,Medium,Frequent,Yes,Yes,No,Yes,Yes,Yes,No,High,High,Premium / Trusted,250.0,3K-6K,4300,Full Payment,Low,No,3,No,No,Medium,High,0,58.7,51.9,55.0,39.7,59.4,38.6,53.3,High,Budget,Low Value,"The watch is okay, does the basic job of counting steps."
FT100093,25-34,Male,Working Professional,Tier 3,32000.0,25K-50K,Diploma,Weight Loss,Intermediate,4,High,5500,6.9,Average,Medium,Average,2.7,Low,No,Yes,Yes,Yes,High,High,High,Moderate,No,No,No,Yes,No,No,No,High,Low,Premium / Trusted,1570.0,3K-6K,5800,Full Payment,Low,No,4,Yes,No,Low,High,7,49.1,47.3,49.1,96.1,54.1,59.6,63.9,Moderate,Mid-Range,Medium Value,Heart rate monitoring feels reliable and the hydration reminders really help.
FT100094,25-34,Male,Working Professional,Tier 2,78800.0,50K-1L,Graduate,Better Sleep,Beginner,3,Medium,7000,7.5,Good,Low,Poor,1.7,Low,No,Yes,No,No,High,High,Medium,Moderate,No,No,Yes,Yes,Yes,No,Yes,High,High,No Preference,4670.0,3K-6K,5000,Full Payment,Medium,Yes,2,No,No,High,High,5,38.0,47.0,33.2,67.5,67.1,30.8,66.8,Low,Mid-Range,Low Value,The battery drains too quickly and charging takes very long.
FT100095,25-34,Male,Working Professional,Tier 1,63300.0,50K-1L,High School,Better Sleep,Intermediate,1,Low,5100,6.9,Good,Medium,Poor,1.3,Low,No,Yes,No,No,High,Medium,Low,Moderate,Yes,Yes,Yes,No,Yes,No,Yes,High,Medium,Budget / Value,3630.0,3K-6K,5900,Full Payment,Medium,No,3,No,Yes,Medium,Medium,0,55.0,41.1,64.2,59.1,69.0,40.9,68.1,Low,Mid-Range,Low Value,"The watch is okay, does the basic job of counting steps."
FT100096,25-34,Female,Working Professional,Tier 1,60500.0,50K-1L,Diploma,Stress Management,Beginner,0,Low,4200,5.7,Poor,Medium,Average,2.0,High,No,Yes,No,No,High,Medium,High,Frequent,No,No,No,Yes,Yes,Yes,No,High,High,No Preference,3470.0,6K-10K,7500,Full Payment,Low,Yes,4,Yes,No,Low,High,5,63.6,12.1,67.5,59.0,47.5,57.7,66.5,High,Mid-Range,Medium Value,"Affordable, lightweight and the companion app is very beginner friendly."
FT100097,18-24,Male,Student,Tier 1,20700.0,< 25K,Diploma,Muscle Gain,Intermediate,3,Medium,5000,7.2,Average,Medium,Good,2.8,Medium,Yes,Yes,No,Yes,High,High,Low,Moderate,Yes,No,No,Yes,No,No,Yes,High,High,Budget / Value,1260.0,3K-6K,4800,Full Payment,Medium,Yes,3,No,Yes,Medium,Low,0,44.4,43.3,46.3,58.4,69.2,37.2,59.3,Moderate,Budget,Low Value,I am worried about my health data privacy and how it is stored.
FT100098,18-24,Male,Working Professional,Tier 2,48300.0,25K-50K,Diploma,Stress Management,Intermediate,2,Medium,6800,5.6,Poor,High,Good,2.6,High,No,Yes,No,No,Medium,Medium,Low,Frequent,Yes,No,No,Yes,No,No,Yes,Low,Medium,Premium / Trusted,1090.0,3K-6K,5500,Full Payment,High,Yes,4,Yes,No,Medium,High,0,61.7,35.4,68.4,55.1,89.1,59.6,65.1,High,Mid-Range,Medium Value,The battery life is excellent and lasts almost a week on a single charge.
FT100099,55+,Female,Homemaker,Tier 2,23000.0,< 25K,High School,Stress Management,Intermediate,3,Medium,3900,5.5,Poor,High,Average,1.4,Medium,No,No,No,No,Medium,Medium,High,Frequent,Yes,No,Yes,Yes,No,No,Yes,High,High,No Preference,1500.0,3K-6K,3200,Full Payment,Medium,No,2,No,Yes,High,Medium,0,71.1,34.8,68.3,27.6,78.9,25.2,44.8,High,Budget,Low Value,"Too expensive for the features offered, the price could be lower."
FT100100,45-54,Female,Working Professional,Tier 1,58700.0,50K-1L,Diploma,Better Sleep,Beginner,3,Medium,5500,5.6,Poor,High,Average,2.4,High,No,No,No,No,Medium,High,High,Minimal,Yes,Yes,No,Yes,No,No,No,High,High,Premium / Trusted,2400.0,6K-10K,8400,EMI,Low,No,3,No,No,Medium,Medium,1,78.7,31.7,76.6,37.1,48.2,43.8,29.8,High,Mid-Range,Low Value,"Average experience overall, nothing special but works fine."
FT100101,35-44,Female,Working Professional,Tier 2,65300.0,50K-1L,Post Graduate,Stress Management,Intermediate,3,Medium,5800,7.0,Average,Medium,Average,2.5,Medium,Yes,No,No,No,Low,Low,High,Moderate,No,Yes,Yes,Yes,No,Yes,No,High,High,Premium / Trusted,800.0,6K-10K,7700,Full Payment,Low,No,1,No,No,Low,Medium,2,49.9,45.7,54.0,20.0,52.9,11.6,35.1,Moderate,Mid-Range,Low Value,"Too expensive for the features offered, the price could be lower."
FT100102,18-24,Male,Student,Tier 3,13400.0,< 25K,Post Graduate,Stress Management,Intermediate,1,Low,1800,4.8,Poor,High,Poor,2.5,High,Yes,Yes,Yes,Yes,High,Medium,Low,Minimal,Yes,No,No,Yes,Yes,No,Yes,High,Low,No Preference,860.0,3K-6K,3200,Full Payment,High,No,4,Yes,No,High,High,5,91.3,20.2,93.3,78.3,91.4,61.4,63.5,High,Budget,Medium Value,"Great value for money, the app is smooth and the design looks premium."
FT100103,55+,Male,Self-Employed,Tier 1,44500.0,25K-50K,Diploma,Stress Management,Intermediate,3,Medium,5800,4.7,Poor,High,Poor,2.3,High,Yes,No,Yes,Yes,Medium,High,High,Moderate,Yes,Yes,Yes,Yes,Yes,No,No,Medium,Medium,Budget / Value,680.0,6K-10K,6100,Full Payment,Low,Yes,4,Yes,Yes,Medium,High,5,79.9,36.7,81.2,53.0,43.5,67.7,51.0,High,Mid-Range,Medium Value,Step counting is accurate and syncing with the app is fast and seamless.
FT100104,35-44,Male,Working Professional,Tier 2,84400.0,50K-1L,Post Graduate,Muscle Gain,Intermediate,3,Medium,6700,8.1,Good,Medium,Poor,2.4,Medium,No,No,No,No,Medium,High,Medium,Minimal,No,No,No,No,No,Yes,No,Medium,Medium,Premium / Trusted,1350.0,3K-6K,5200,Full Payment,High,No,3,No,Yes,High,High,3,47.4,47.9,51.8,27.8,82.9,35.6,18.0,Low,Mid-Range,Low Value,Heart rate readings feel inaccurate during workouts and the strap is uncomfortable.
